Id,CreationDate,ClosedDate,DeletionDate,Score,OwnerUserId,AnswerCount
36600,2008-08-31T03:05:52Z,NA,NA,6,3569,3
36605,2008-08-31T03:14:56Z,NA,NA,7,3821,8
36608,2008-08-31T03:19:33Z,NA,NA,49,3764,6
36621,2008-08-31T03:57:29Z,NA,NA,11,1615,6
36632,2008-08-31T04:32:57Z,NA,2008-09-02T04:06:31Z,-10,NA,0
36636,2008-08-31T04:38:21Z,NA,NA,245,3786,13
36642,2008-08-31T04:54:17Z,NA,NA,1,2496,1
36646,2008-08-31T05:04:34Z,2012-12-22T18:53:50Z,NA,24,577,5
36647,2008-08-31T05:07:41Z,2013-09-29T19:45:46Z,NA,16,577,9
36656,2008-08-31T05:55:12Z,NA,NA,23,3831,4
36668,2008-08-31T06:32:35Z,2008-08-31T06:43:16Z,2009-02-15T05:58:43Z,-3,NA,0
36674,2008-08-31T07:30:37Z,NA,2008-09-05T07:13:50Z,3,NA,0
36682,2008-08-31T08:08:35Z,NA,NA,3,1695,3
36685,2008-08-31T08:15:01Z,2016-04-29T11:49:42Z,NA,11,3586,12
36691,2008-08-31T08:36:42Z,NA,2008-08-31T08:43:33Z,-2,NA,1
36693,2008-08-31T08:42:17Z,NA,NA,12,2918,1
36701,2008-08-31T09:17:01Z,NA,NA,148,3836,20
36706,2008-08-31T09:26:51Z,NA,NA,0,2362,4
36707,2008-08-31T09:26:55Z,NA,NA,781,381,50
36709,2008-08-31T09:28:51Z,NA,NA,8,2995,5
36712,2008-08-31T09:30:29Z,NA,2008-08-31T23:39:00Z,2,NA,0
36715,2008-08-31T09:31:50Z,NA,NA,0,1521,4
36720,2008-08-31T09:35:33Z,NA,2009-04-25T19:59:59Z,2,NA,0
36733,2008-08-31T09:49:18Z,NA,NA,7,1768,4
36742,2008-08-31T10:04:35Z,NA,NA,4,3715,5
36746,2008-08-31T10:10:16Z,2011-09-19T06:40:59Z,2012-03-03T07:55:08Z,41,NA,0
36748,2008-08-31T10:13:24Z,NA,NA,12,3837,6
36756,2008-08-31T10:33:29Z,2013-05-07T08:38:30Z,2013-10-22T20:39:48Z,34,NA,12
36760,2008-08-31T10:39:58Z,NA,NA,10,2138,6
36772,2008-08-31T11:11:25Z,2012-10-18T09:33:13Z,2015-06-07T01:00:16Z,-2,NA,6
36778,2008-08-31T11:23:46Z,NA,NA,5,1693,4
36806,2008-08-31T12:03:20Z,NA,NA,8,3431280,4
36812,2008-08-31T12:11:10Z,NA,NA,2,2592,3
36813,2008-08-31T12:11:42Z,NA,NA,2,3839,4
36817,2008-08-31T12:19:02Z,2012-02-05T22:23:55Z,NA,114,2183,4
36820,2008-08-31T12:23:55Z,2013-06-14T07:28:00Z,NA,36,3839,5
36825,2008-08-31T12:29:38Z,NA,NA,0,3839,1
36831,2008-08-31T12:35:30Z,NA,NA,5,1596,7
36832,2008-08-31T12:37:24Z,NA,NA,13,3848,6
36848,2008-08-31T13:00:32Z,2012-06-15T18:09:08Z,2017-02-15T18:03:19Z,0,NA,10
36861,2008-08-31T13:52:56Z,NA,NA,3,2313,4
36862,2008-08-31T13:54:20Z,NA,NA,95,745,6
36876,2008-08-31T14:27:32Z,NA,NA,1,31505,2
36877,2008-08-31T14:27:50Z,NA,NA,68,3871,10
36881,2008-08-31T14:36:11Z,NA,NA,33,1197,6
36889,2008-08-31T14:41:46Z,NA,NA,5,2287,4
36890,2008-08-31T14:44:18Z,NA,NA,4,3583,5
36901,2008-08-31T15:04:35Z,NA,NA,1003,2572,12
36906,2008-08-31T15:12:35Z,NA,NA,44,3869,20
36915,2008-08-31T15:29:34Z,NA,NA,1,3798,2
36916,2008-08-31T15:31:39Z,NA,NA,1,1013,5
36932,2008-08-31T15:55:47Z,NA,NA,1146,3880,43
36949,2008-08-31T16:41:54Z,NA,NA,3,3819,1
36952,2008-08-31T16:49:06Z,2013-07-10T03:22:27Z,2013-08-05T21:51:42Z,5,NA,10
36953,2008-08-31T16:50:35Z,NA,NA,47,3189,7
36956,2008-08-31T16:53:02Z,NA,NA,0,1600,4
36958,2008-08-31T16:54:08Z,2010-01-31T00:14:47Z,2010-04-24T23:09:22Z,8,NA,4
36959,2008-08-31T16:54:33Z,NA,NA,71,3488,11
36968,2008-08-31T17:07:39Z,NA,NA,1,3716,3
36984,2008-08-31T17:28:11Z,NA,NA,6,3191,5
36991,2008-08-31T17:45:46Z,NA,NA,1,2386,3
36999,2008-08-31T18:05:49Z,NA,NA,26,2701,3
37011,2008-08-31T18:22:46Z,NA,NA,78,3305,10
37015,2008-08-31T18:28:11Z,NA,NA,38,245,11
37026,2008-08-31T18:47:12Z,NA,NA,248,3894,24
37029,2008-08-31T18:56:42Z,NA,NA,6,3898,8
37030,2008-08-31T18:57:29Z,2013-03-04T12:47:03Z,NA,23,3002,10
37036,2008-08-31T19:13:59Z,NA,2015-10-03T08:32:54Z,1,NA,1
37041,2008-08-31T19:21:27Z,NA,NA,1,2010,5
37043,2008-08-31T19:24:55Z,2013-02-13T03:05:45Z,NA,33,2885,14
37048,2008-08-31T19:35:31Z,NA,NA,5,580,4
37053,2008-08-31T19:44:47Z,NA,NA,3,1849,2
37056,2008-08-31T19:47:35Z,NA,NA,8,2313,7
37059,2008-08-31T19:53:14Z,NA,NA,56,2041,5
37065,2008-08-31T20:13:13Z,NA,2008-10-16T11:12:50Z,1,NA,0
37067,2008-08-31T20:13:52Z,NA,NA,5,3146,4
37069,2008-08-31T20:18:13Z,NA,NA,8,636,2
37070,2008-08-31T20:18:34Z,NA,NA,63,1084,2
37073,2008-08-31T20:20:46Z,NA,NA,74,177,9
37089,2008-08-31T20:42:43Z,NA,NA,8,646,5
37095,2008-08-31T20:54:19Z,NA,NA,6,116,5
37100,2008-08-31T21:03:13Z,2011-11-21T15:10:30Z,2011-12-12T23:57:39Z,1,NA,0
37101,2008-08-31T21:03:14Z,NA,NA,10,3747,2
37103,2008-08-31T21:05:41Z,NA,NA,64,1349865,7
37104,2008-08-31T21:05:48Z,NA,NA,10,116,3
37105,2008-08-31T21:08:34Z,NA,2013-06-17T14:31:58Z,33,NA,12
37121,2008-08-31T21:22:21Z,NA,2008-11-11T01:44:22Z,0,NA,0
37122,2008-08-31T21:22:51Z,NA,NA,92,1191,11
37133,2008-08-31T21:34:19Z,2012-03-08T23:07:44Z,2012-10-03T07:20:57Z,28,NA,28
37139,2008-08-31T21:37:48Z,NA,2013-01-25T02:32:42Z,12,NA,9
37141,2008-08-31T21:40:39Z,NA,NA,0,3653,1
37142,2008-08-31T21:41:24Z,NA,NA,7,3855,5
37157,2008-08-31T21:55:35Z,NA,NA,7,1384652,5
37162,2008-08-31T22:00:25Z,NA,NA,8,3915,4
37185,2008-08-31T22:22:58Z,NA,NA,9,3712,10
37188,2008-08-31T22:28:12Z,NA,2008-09-06T09:11:04Z,-8,NA,0
37189,2008-08-31T22:28:22Z,NA,NA,0,1203,6
37197,2008-08-31T22:36:06Z,NA,2008-08-31T22:39:39Z,0,NA,1
37198,2008-08-31T22:37:32Z,NA,NA,2,3576,3
37206,2008-08-31T22:43:22Z,NA,2008-08-31T22:48:33Z,-3,NA,NA
37212,2008-08-31T22:48:21Z,NA,2008-08-31T23:28:51Z,-3,NA,0
37219,2008-08-31T22:51:21Z,NA,NA,153,3146,8
37221,2008-08-31T22:52:26Z,NA,2008-08-31T22:59:18Z,-2,NA,1
37248,2008-08-31T23:18:41Z,NA,NA,18,708,11
37258,2008-08-31T23:34:18Z,NA,2008-09-06T00:17:25Z,-8,NA,-1
37263,2008-08-31T23:39:48Z,NA,NA,3,1588,5
37271,2008-08-31T23:50:24Z,NA,NA,9,2443,6
37275,2008-08-31T23:57:08Z,NA,NA,31,1208,9
37296,2008-09-01T00:17:45Z,NA,NA,4,279,2
37299,2008-09-01T00:18:18Z,NA,NA,16,1043,7
37306,2008-09-01T00:32:32Z,NA,NA,2,3191,4
37310,2008-09-01T00:40:03Z,NA,NA,12,3576,4
37317,2008-09-01T00:48:03Z,NA,NA,6,3452,7
37323,2008-09-01T00:58:36Z,NA,2008-09-10T06:31:14Z,9,NA,-1
37324,2008-09-01T01:00:24Z,NA,NA,318,2975,15
37327,2008-09-01T01:03:29Z,2011-09-02T15:06:24Z,2012-05-02T01:14:31Z,11,NA,10
37335,2008-09-01T01:10:03Z,NA,NA,248,3827,17
37337,2008-09-01T01:12:31Z,2013-03-29T14:55:42Z,2013-12-02T23:17:23Z,15,NA,8
37343,2008-09-01T01:23:51Z,NA,NA,1,255,4
37346,2008-09-01T01:27:25Z,NA,NA,16,61,8
37359,2008-09-01T01:57:02Z,2013-02-16T22:28:36Z,2014-07-12T02:34:29Z,499,NA,22
37362,2008-09-01T02:00:28Z,2008-09-01T02:08:08Z,2008-09-13T07:29:12Z,0,NA,0
37374,2008-09-01T02:13:07Z,NA,NA,31,2975,6
37375,2008-09-01T02:13:52Z,NA,NA,17,781,3
37378,2008-09-01T02:16:17Z,NA,NA,13,2701,16
37381,2008-09-01T02:22:26Z,NA,NA,13,3948,6
37388,2008-09-01T02:32:47Z,NA,NA,2,2566,3
37391,2008-09-01T02:37:53Z,NA,NA,8,1384,4
37395,2008-09-01T02:41:33Z,NA,2008-09-01T02:44:03Z,-2,NA,1
37396,2008-09-01T02:44:04Z,NA,NA,5,2274,12
37398,2008-09-01T02:49:02Z,NA,NA,70,3955,4
37425,2008-09-01T03:39:42Z,NA,NA,3,1747,1
37428,2008-09-01T03:47:54Z,2012-11-09T13:13:56Z,NA,6,3965,7
37440,2008-09-01T04:11:12Z,2009-07-27T01:23:48Z,2009-08-27T23:18:08Z,4,NA,0
37441,2008-09-01T04:11:42Z,NA,NA,5,2147,5
37449,2008-09-01T04:18:59Z,NA,NA,0,797,5
37464,2008-09-01T04:55:58Z,NA,NA,186,752,10
37468,2008-09-01T05:05:54Z,NA,NA,5,3747,4
37471,2008-09-01T05:10:08Z,NA,NA,1,1343,7
37473,2008-09-01T05:15:05Z,NA,NA,20,456,6
37479,2008-09-01T05:17:35Z,NA,NA,0,1057,6
37483,2008-09-01T05:20:41Z,2012-05-03T19:56:34Z,NA,0,2601,4
37486,2008-09-01T05:25:01Z,NA,NA,15,3971,8
37495,2008-09-01T05:34:39Z,NA,NA,4,242,5
37501,2008-09-01T05:46:49Z,NA,NA,2,3747,2
37503,2008-09-01T05:49:14Z,NA,NA,1,1196,1
37516,2008-09-01T06:13:41Z,NA,NA,1,45603,5
37517,2008-09-01T06:15:01Z,2012-10-02T12:29:33Z,2012-10-11T19:50:57Z,5,NA,9
37519,2008-09-01T06:15:44Z,NA,NA,7,3742,2
37525,2008-09-01T06:25:36Z,NA,NA,1,797,4
37529,2008-09-01T06:31:32Z,NA,NA,8,3462,3
37532,2008-09-01T06:36:54Z,NA,NA,2,2375,3
37535,2008-09-01T06:45:40Z,NA,NA,21,3715,6
37538,2008-09-01T06:49:22Z,NA,NA,529,116,18
37551,2008-09-01T07:01:34Z,NA,NA,5,3904,5
37555,2008-09-01T07:04:07Z,NA,NA,5,1003,1
37558,2008-09-01T07:08:14Z,NA,2008-12-25T20:33:01Z,1,NA,0
37564,2008-09-01T07:24:22Z,NA,NA,34,1647,4
37568,2008-09-01T07:30:48Z,NA,NA,11,925,9
37573,2008-09-01T07:41:10Z,NA,NA,1,1688440,2
37579,2008-09-01T07:46:43Z,2014-06-19T13:48:02Z,NA,30,3985,8
37584,2008-09-01T07:52:00Z,NA,NA,3,377,2
37586,2008-09-01T07:54:44Z,NA,NA,9,1895,4
37590,2008-09-01T08:01:29Z,2016-09-18T07:51:44Z,NA,64,2608,23
37591,2008-09-01T08:03:52Z,NA,NA,1,231,4
37593,2008-09-01T08:04:39Z,NA,NA,1,2608,3
37597,2008-09-01T08:08:16Z,NA,NA,5,2608,2
37614,2008-09-01T08:23:52Z,NA,NA,1,1583,4
37628,2008-09-01T08:39:21Z,NA,NA,1233,142,19
37640,2008-09-01T09:04:42Z,2013-03-24T13:14:57Z,NA,2,3742,5
37644,2008-09-01T09:10:27Z,NA,NA,40,1951,8
37649,2008-09-01T09:19:56Z,NA,NA,79,890,15
37650,2008-09-01T09:21:14Z,NA,NA,21,3416,2
37662,2008-09-01T09:34:37Z,NA,NA,1,381,3
37665,2008-09-01T09:38:46Z,NA,NA,2,2079,4
37666,2008-09-01T09:41:14Z,NA,NA,19,3379,8
37671,2008-09-01T09:43:59Z,2011-07-17T12:02:27Z,2012-02-07T13:23:34Z,131,NA,0
37672,2008-09-01T09:44:58Z,NA,NA,1,51,3
37674,2008-09-01T09:47:01Z,NA,2008-09-01T12:34:25Z,-1,NA,-1
37684,2008-09-01T09:58:49Z,NA,NA,354,2138,20
37692,2008-09-01T10:06:42Z,NA,NA,5,3713,1
37696,2008-09-01T10:16:45Z,NA,NA,5,2138,6
37702,2008-09-01T10:25:46Z,2015-11-27T21:31:08Z,NA,21,2759376,11
37710,2008-09-01T10:31:34Z,2012-01-21T13:59:26Z,2012-02-21T11:25:10Z,10,NA,0
37728,2008-09-01T10:54:41Z,NA,2008-09-01T16:48:32Z,0,NA,NA
37731,2008-09-01T10:55:18Z,NA,NA,5,2594,5
37732,2008-09-01T10:58:24Z,NA,NA,28,4013,12
37743,2008-09-01T11:03:34Z,NA,NA,6,1178,11
37759,2008-09-01T11:15:11Z,NA,NA,17,2471,3
37764,2008-09-01T11:20:22Z,NA,NA,2,2019426,5
37769,2008-09-01T11:24:40Z,NA,2008-09-17T11:47:31Z,-3,NA,0
37783,2008-09-01T11:33:31Z,NA,NA,2,3205,2
37785,2008-09-01T11:33:49Z,NA,NA,1,4013,2
37791,2008-09-01T11:38:36Z,NA,NA,14,4012,10
37799,2008-09-01T11:44:09Z,NA,NA,5,2246,3
37803,2008-09-01T11:48:37Z,2015-05-04T03:50:50Z,2015-06-09T01:33:43Z,4,NA,4
37804,2008-09-01T11:49:00Z,NA,NA,15,1666,3
37805,2008-09-01T11:49:07Z,NA,NA,15,2257,6
37808,2008-09-01T11:55:27Z,2014-10-29T15:11:39Z,NA,17,4018,11
37809,2008-09-01T11:55:57Z,NA,NA,23,383,3
37812,2008-09-01T11:59:03Z,NA,NA,5,3182,2
37819,2008-09-01T12:05:09Z,2012-01-21T08:31:26Z,2012-02-21T11:25:04Z,0,NA,0
37821,2008-09-01T12:05:22Z,NA,NA,4,2252,2
37822,2008-09-01T12:05:29Z,NA,NA,9,2438,5
37823,2008-09-01T12:05:52Z,NA,NA,137,4018,21
37830,2008-09-01T12:07:38Z,NA,NA,21,2374,4
37832,2008-09-01T12:09:10Z,NA,NA,2,2902,4
37833,2008-09-01T12:10:13Z,2011-03-24T11:02:18Z,2011-07-22T19:10:27Z,0,NA,0
37843,2008-09-01T12:15:14Z,NA,NA,11,383,8
37845,2008-09-01T12:16:54Z,2012-08-06T11:07:02Z,NA,2,277,2
37851,2008-09-01T12:19:13Z,NA,NA,0,2998,4
37871,2008-09-01T12:32:20Z,NA,NA,3,3709,3
37882,2008-09-01T12:37:30Z,NA,NA,0,3394,3
37887,2008-09-01T12:56:40Z,NA,NA,6,4018,5
37894,2008-09-01T12:59:23Z,2011-07-12T14:55:40Z,2011-07-22T19:10:57Z,3,NA,0
37912,2008-09-01T13:06:31Z,NA,NA,2,NA,2
37920,2008-09-01T13:15:33Z,NA,NA,2,3229,5
37921,2008-09-01T13:15:41Z,NA,NA,8,2608,14
37929,2008-09-01T13:22:19Z,NA,NA,7,184,6
37931,2008-09-01T13:22:50Z,NA,NA,3,3974,8
37932,2008-09-01T13:23:17Z,NA,NA,5,4019,4
37936,2008-09-01T13:27:08Z,NA,NA,7,1518,1
37944,2008-09-01T13:32:22Z,2013-11-19T06:54:26Z,NA,18,380,9
37945,2008-09-01T13:32:34Z,2009-12-11T18:04:16Z,2010-10-21T05:55:46Z,4,NA,0
37956,2008-09-01T13:35:41Z,NA,NA,19,1578,7
37969,2008-09-01T13:46:41Z,2014-02-08T19:04:36Z,NA,18,2454,12
37976,2008-09-01T13:52:35Z,NA,NA,10,1113,3
37977,2008-09-01T13:52:46Z,NA,2008-09-01T16:07:05Z,-11,NA,0
37979,2008-09-01T13:58:49Z,NA,NA,2,393028,5
37983,2008-09-01T14:02:06Z,NA,2012-12-28T22:25:32Z,5,NA,9
37991,2008-09-01T14:14:53Z,NA,NA,7,4045,4
37996,2008-09-01T14:22:51Z,NA,NA,1,191,2
37997,2008-09-01T14:26:39Z,NA,NA,12,1228206,8
38002,2008-09-01T14:33:43Z,NA,NA,3,2701,5
38005,2008-09-01T14:37:40Z,NA,NA,13,4050,7
38010,2008-09-01T14:41:59Z,NA,NA,4,2993,2
38014,2008-09-01T14:51:30Z,NA,NA,3,191,5
38019,2008-09-01T14:55:47Z,2013-02-11T22:00:57Z,NA,72,3598,6
38021,2008-09-01T14:57:16Z,NA,NA,214,319,10
38026,2008-09-01T15:01:39Z,NA,NA,6,470,3
38027,2008-09-01T15:02:39Z,NA,NA,3,572,6
38035,2008-09-01T15:08:13Z,NA,NA,1,393028,4
38037,2008-09-01T15:10:13Z,NA,NA,11,3590,8
38039,2008-09-01T15:10:38Z,NA,NA,332,383,23
38056,2008-09-01T15:20:52Z,2013-08-16T05:56:18Z,NA,29,1531,9
38057,2008-09-01T15:21:01Z,NA,NA,4,4052,5
38066,2008-09-01T15:47:05Z,2014-02-26T18:08:05Z,NA,29,1116,9
38068,2008-09-01T15:49:48Z,NA,NA,8,NA,5
38070,2008-09-01T15:49:49Z,NA,NA,11,1338,6
38074,2008-09-01T15:52:32Z,NA,NA,10,2846,6
38081,2008-09-01T15:54:46Z,NA,NA,0,2095,2
38090,2008-09-01T16:03:55Z,NA,NA,6,4045,4
38091,2008-09-01T16:05:00Z,NA,2008-09-01T22:05:53Z,-8,NA,-1
38107,2008-09-01T16:20:44Z,NA,NA,3,1127460,1
38109,2008-09-01T16:21:32Z,NA,NA,12,3632,13
38117,2008-09-01T16:24:14Z,NA,NA,8,4066,8
38125,2008-09-01T16:29:10Z,NA,NA,6,4063,2
38144,2008-09-01T16:37:50Z,2012-01-21T04:44:57Z,2012-02-22T06:46:24Z,21,NA,0
38151,2008-09-01T16:41:44Z,NA,NA,1,2839,1
38153,2008-09-01T16:42:32Z,NA,2008-09-14T09:51:06Z,2,NA,0
38158,2008-09-01T16:46:46Z,NA,NA,14,2701,2
38160,2008-09-01T16:47:53Z,NA,NA,68,163,15
38181,2008-09-01T17:07:24Z,NA,NA,62,781,4
38183,2008-09-01T17:09:44Z,2015-06-22T04:17:26Z,NA,6,2554,5
38190,2008-09-01T17:27:43Z,NA,NA,11,1834,4
38193,2008-09-01T17:34:06Z,NA,NA,5,4082,4
38197,2008-09-01T17:40:52Z,2012-02-11T16:23:01Z,NA,3,1114,3
38198,2008-09-01T17:43:49Z,NA,NA,3,572,5
38204,2008-09-01T17:50:16Z,2008-10-05T16:50:10Z,2009-05-18T09:51:57Z,5,NA,0
38210,2008-09-01T17:52:58Z,2010-06-10T15:23:40Z,NA,338,1944,316
38235,2008-09-01T18:15:21Z,NA,NA,3,2018,4
38237,2008-09-01T18:16:39Z,NA,2008-09-02T00:58:44Z,0,NA,0
38238,2008-09-01T18:16:41Z,NA,NA,203,3171,15
38239,2008-09-01T18:16:41Z,NA,NA,92,1037,20
38264,2008-09-01T18:36:12Z,2014-06-25T18:34:23Z,2014-06-25T18:34:25Z,7,NA,5
38280,2008-09-01T18:48:22Z,2011-09-07T22:35:13Z,NA,0,3263,9
38288,2008-09-01T18:59:14Z,2012-11-18T14:51:12Z,NA,44,3624,3
38295,2008-09-01T19:02:13Z,NA,NA,2,3798,2
38299,2008-09-01T19:04:06Z,2013-08-20T14:51:46Z,NA,7,4101,4
38302,2008-09-01T19:06:01Z,NA,NA,1,4055,5
38305,2008-09-01T19:09:19Z,NA,NA,4,2443,7
38308,2008-09-01T19:13:10Z,NA,NA,1,3798,4
38323,2008-09-01T19:26:42Z,2013-11-19T16:16:47Z,NA,9,3010,6
38336,2008-09-01T19:48:10Z,NA,NA,27,3654,9
38338,2008-09-01T19:51:06Z,2011-11-11T21:34:49Z,2013-10-20T12:05:12Z,145,NA,31
38340,2008-09-01T19:56:27Z,2012-10-31T14:33:15Z,2012-10-31T14:33:19Z,6,NA,2
38342,2008-09-01T19:56:32Z,2015-02-19T16:13:57Z,2015-02-24T20:06:05Z,3,NA,5
38345,2008-09-01T19:59:37Z,NA,NA,25,2905,7
38348,2008-09-01T20:01:06Z,NA,NA,3,4097,1
38352,2008-09-01T20:02:15Z,NA,NA,2,521,7
38357,2008-09-01T20:04:49Z,NA,NA,15,1175,4
38360,2008-09-01T20:07:42Z,2012-06-11T08:31:39Z,2014-01-18T11:56:32Z,65,NA,13
38362,2008-09-01T20:12:08Z,NA,NA,10,2461,10
38370,2008-09-01T20:17:28Z,NA,NA,5,1578,10
38378,2008-09-01T20:21:50Z,NA,NA,1,398,1
38388,2008-09-01T20:33:17Z,2011-11-19T02:29:52Z,2012-01-04T16:11:55Z,4,NA,0
38408,2008-09-01T20:44:37Z,NA,NA,5,4112,3
38409,2008-09-01T20:44:47Z,NA,NA,8,4082,5
38414,2008-09-01T20:53:39Z,NA,2008-09-01T23:00:31Z,0,NA,0
38421,2008-09-01T20:57:12Z,NA,NA,18,2362,2
38427,2008-09-01T21:00:01Z,NA,NA,4,2638,3
38428,2008-09-01T21:00:05Z,NA,NA,3,3191,1
38431,2008-09-01T21:01:44Z,NA,NA,2,230,3
38435,2008-09-01T21:06:07Z,NA,NA,2,2193,2
38437,2008-09-01T21:10:14Z,NA,NA,24,3711,7
38447,2008-09-01T21:17:07Z,NA,NA,17,4059,7
38461,2008-09-01T21:27:19Z,2009-06-29T21:28:00Z,2010-06-01T12:29:19Z,13,NA,0
38463,2008-09-01T21:28:11Z,NA,NA,3,3305,7
38472,2008-09-01T21:37:57Z,NA,2008-09-01T22:03:57Z,0,NA,0
38482,2008-09-01T21:46:59Z,NA,2008-09-01T23:02:03Z,3,NA,0
38493,2008-09-01T21:52:42Z,2014-05-04T22:55:36Z,2016-09-21T23:56:18Z,48,NA,7
38499,2008-09-01T21:55:05Z,2011-10-27T13:29:43Z,2013-04-10T17:09:18Z,31,NA,10
38501,2008-09-01T21:57:16Z,NA,NA,9,3146,5
38502,2008-09-01T21:57:45Z,NA,NA,35,4123,7
38505,2008-09-01T21:59:15Z,NA,2008-09-02T00:57:29Z,0,NA,0
38508,2008-09-01T22:01:02Z,NA,NA,51,3880,5
38510,2008-09-01T22:01:25Z,NA,NA,3,1344,2
38523,2008-09-01T22:07:38Z,NA,2008-09-02T15:01:48Z,0,NA,0
38538,2008-09-01T22:20:45Z,NA,2008-09-01T22:24:34Z,-3,NA,0
38548,2008-09-01T22:34:15Z,NA,NA,11,2701,6
38549,2008-09-01T22:36:06Z,NA,NA,3314,3836,29
38561,2008-09-01T22:45:25Z,NA,NA,304,572,7
38571,2008-09-01T22:50:52Z,NA,NA,7,56456,3
38572,2008-09-01T22:51:45Z,NA,NA,1,3747,1
38579,2008-09-01T22:59:38Z,NA,2008-09-02T00:03:54Z,-5,NA,0
38589,2008-09-01T23:11:32Z,NA,NA,0,3747,4
38592,2008-09-01T23:19:03Z,NA,NA,0,823,2
38596,2008-09-01T23:20:59Z,NA,NA,8,4133,9
38598,2008-09-01T23:21:33Z,NA,NA,14,3656,6
38601,2008-09-01T23:22:55Z,NA,NA,149,2592,13
38602,2008-09-01T23:23:26Z,NA,NA,2,4096,5
38612,2008-09-01T23:30:10Z,NA,NA,2,4096,8
38615,2008-09-01T23:32:26Z,2012-06-05T16:35:46Z,2014-10-18T03:00:00Z,0,NA,4
38618,2008-09-01T23:34:35Z,NA,NA,0,393028,2
38629,2008-09-01T23:42:26Z,NA,NA,0,3747,2
38635,2008-09-01T23:54:02Z,2013-11-25T19:23:19Z,NA,174,3656,9
38642,2008-09-02T00:05:59Z,2012-12-22T18:56:43Z,NA,61,1196,12
38645,2008-09-02T00:10:44Z,NA,NA,21,4135,5
38647,2008-09-02T00:14:56Z,NA,NA,18,708,6
38651,2008-09-02T00:27:49Z,NA,NA,7,4111,4
38652,2008-09-02T00:28:45Z,NA,2013-01-05T23:45:08Z,34,NA,10
38654,2008-09-02T00:33:09Z,NA,NA,1,3715,1
38661,2008-09-02T00:52:31Z,NA,NA,1,797,2
38664,2008-09-02T01:01:56Z,NA,NA,3,486,1
38669,2008-09-02T01:10:54Z,NA,NA,6,910,6
38670,2008-09-02T01:10:54Z,NA,NA,28,4140,15
38674,2008-09-02T01:15:47Z,NA,NA,1,184,8
38680,2008-09-02T01:25:18Z,NA,NA,3,2515,4
38690,2008-09-02T01:38:04Z,NA,2009-02-15T06:01:27Z,-3,NA,0
38691,2008-09-02T01:41:59Z,NA,NA,5,428190,3
38709,2008-09-02T02:25:32Z,2012-06-22T20:58:04Z,2012-06-22T20:58:05Z,10,NA,17
38713,2008-09-02T02:29:06Z,NA,NA,4,3979,3
38719,2008-09-02T02:34:13Z,NA,NA,23,1292,5
38720,2008-09-02T02:34:16Z,NA,2008-09-14T09:53:41Z,2,NA,-2
38726,2008-09-02T02:38:15Z,NA,NA,2,1185,2
38729,2008-09-02T02:40:47Z,NA,NA,4,1130097,3
38746,2008-09-02T02:58:03Z,NA,NA,9,486,7
38748,2008-09-02T03:02:23Z,NA,2008-09-02T04:10:20Z,-3,NA,0
38756,2008-09-02T03:09:38Z,NA,NA,3,361,3
38763,2008-09-02T03:24:33Z,NA,NA,2,577,2
38766,2008-09-02T03:26:09Z,NA,NA,2,2375,9
38769,2008-09-02T03:29:57Z,NA,NA,4,4134,5
38771,2008-09-02T03:33:48Z,NA,2008-09-04T17:13:09Z,4,NA,0
38779,2008-09-02T03:41:06Z,NA,NA,4,781,2
38784,2008-09-02T03:49:17Z,NA,NA,6,4149,7
38789,2008-09-02T03:59:44Z,NA,NA,4,3149,1
38791,2008-09-02T04:01:09Z,NA,NA,4,191,6
38801,2008-09-02T04:10:50Z,NA,NA,43,2027,9
38810,2008-09-02T04:25:34Z,NA,2008-09-02T04:49:06Z,0,NA,0
38811,2008-09-02T04:25:53Z,2012-02-10T16:48:59Z,NA,6,781,3
38820,2008-09-02T04:34:20Z,2014-08-21T16:45:21Z,NA,24,191,11
38822,2008-09-02T04:36:54Z,NA,NA,3,3153,5
38824,2008-09-02T04:38:06Z,NA,NA,7,5,3
38838,2008-09-02T04:49:37Z,NA,NA,13,744,13
38842,2008-09-02T04:52:52Z,NA,NA,4,3146,2
38846,2008-09-02T04:58:46Z,NA,NA,7,3153,5
38861,2008-09-02T05:14:49Z,NA,NA,0,1463,3
38864,2008-09-02T05:16:23Z,NA,NA,4,1596,8
38870,2008-09-02T05:21:36Z,NA,NA,14,51,9
38875,2008-09-02T05:24:28Z,NA,NA,21,2644,10
38881,2008-09-02T05:27:44Z,2012-07-15T13:30:42Z,NA,43,2617,7
38890,2008-09-02T05:34:35Z,NA,NA,1,3153,3
38899,2008-09-02T05:43:23Z,NA,2008-09-02T06:13:09Z,-2,NA,0
38901,2008-09-02T05:43:40Z,NA,NA,2,2293,2
38907,2008-09-02T05:46:42Z,NA,NA,6,2823,3
38910,2008-09-02T06:00:47Z,NA,2008-09-02T06:12:14Z,-2,NA,0
38920,2008-09-02T06:15:57Z,NA,NA,2,479,5
38922,2008-09-02T06:17:20Z,NA,NA,0,2737,3
38934,2008-09-02T06:38:18Z,NA,NA,18,3911,6
38940,2008-09-02T06:50:58Z,NA,NA,3,393028,2
38948,2008-09-02T06:57:32Z,NA,NA,2,NA,4
38949,2008-09-02T06:58:34Z,NA,NA,4,3935,4
38952,2008-09-02T07:01:30Z,NA,NA,0,1688440,2
38955,2008-09-02T07:11:40Z,NA,NA,1,85,1
